"","ID","Role"
"Nolan, William, 18th cent.","Nolan, William, 18th cent.","Author"
"More, Hannah, 1745-1833.","More, Hannah, 1745-1833.","Author"
"Murphy, Arthur, 1727-1805.","Murphy, Arthur, 1727-1805.","Author"
"Francis, Philip, Sir, 1740-1818.","Francis, Philip, Sir, 1740-1818.","Author"
"Cheyne, George, 1673-1743.","Cheyne, George, 1673-1743.","Author"
"O'Keeffe, John, 1747-1833.","O'Keeffe, John, 1747-1833.","Author"
"Goldsmith, Oliver, 1730?","Goldsmith, Oliver, 1730?","Author"
"Berkenhout, John, 1730?","Berkenhout, John, 1730?","Author"
"Jephson, Robert, 1736-1803.","Jephson, Robert, 1736-1803.","Author"
"Dibdin, Charles, 1745-1814.","Dibdin, Charles, 1745-1814.","Author"
"Carey, George Saville, 1743-1807.","Carey, George Saville, 1743-1807.","Author"
"Burgoyne, John, 1722-1792.","Burgoyne, John, 1722-1792.","Author"
"Pinkerton, John, 1758-1826.","Pinkerton, John, 1758-1826.","Author"
"Clare, Peter, 1738-1786.","Clare, Peter, 1738-1786.","Author"
"Hume, David, 1711-1776.","Hume, David, 1711-1776.","Author"
"Spilsbury, Francis.","Spilsbury, Francis.","Author"
"Hales, Charles, surgeon.","Hales, Charles, surgeon.","Author"
"Lloyd, Robert, 1733-1764.","Lloyd, Robert, 1733-1764.","Author"
"Bickerstaff, Isaac, 1735-1812.","Bickerstaff, Isaac, 1735-1812.","Author"
"Trusler, John, 1735-1820.","Trusler, John, 1735-1820.","Author"
"Smith, Hugh, 1736?","Smith, Hugh, 1736?","Author"
"Stern, Philip.","Stern, Philip.","Author"
"Chetwood, W. R. (William Rufus), d. 1766.","Chetwood, W. R. (William Rufus), d. 1766.","Author"
"Aitken, John, d. 1790.","Aitken, John, d. 1790.","Author"
"Spence, Joseph, 1699-1768.","Spence, Joseph, 1699-1768.","Author"
"Warton, Thomas, 1728-1790.","Warton, Thomas, 1728-1790.","Author"
"Hawkins, William, 1722-1801.","Hawkins, William, 1722-1801.","Author"
"Mason, William, 1719-1791.","Mason, William, 1719-1791.","Author"
"Borthwick, George.","Borthwick, George.","Author"
"Cibber, Theophilus, 1703-1758.","Cibber, Theophilus, 1703-1758.","Author"
"Squirrell, R. (Robert)","Squirrell, R. (Robert)","Author"
"Berkeley, George Monck, 1763-1793.","Berkeley, George Monck, 1763-1793.","Author"
"Holcroft, Thomas, 1745-1809.","Holcroft, Thomas, 1745-1809.","Author"
"Macklin, Charles, 1697?","Macklin, Charles, 1697?","Author"
"Hale, John, 18th cent.","Hale, John, 18th cent.","Author"
"Garrick, David, 1717-1779.","Garrick, David, 1717-1779.","Author"
"Anstey, Christopher, 1724-1805.","Anstey, Christopher, 1724-1805.","Author"
"Lewis, M. G. (Matthew Gregory), 1775-1818.","Lewis, M. G. (Matthew Gregory), 1775-1818.","Author"
"Jenner, Edward, 1749-1823.","Jenner, Edward, 1749-1823.","Author"
"Hooke, Andrew.","Hooke, Andrew.","Author"
"Blair, Hugh, 1718-1800.","Blair, Hugh, 1718-1800.","Author"
"Pratt, Mr. (Samuel Jackson), 1749-1814.","Pratt, Mr. (Samuel Jackson), 1749-1814.","Author"
"Murray, James, 1732-1782.","Murray, James, 1732-1782.","Author"
"Hutton, Charles, 1737-1823.","Hutton, Charles, 1737-1823.","Author"
"Darwin, Erasmus, 1731-1802.","Darwin, Erasmus, 1731-1802.","Author"
"Gerard, Alexander, 1728-1795.","Gerard, Alexander, 1728-1795.","Author"
"Skrimshire, F. (Fenwick), 1774 or 5-1855.","Skrimshire, F. (Fenwick), 1774 or 5-1855.","Author"
"Cobb, James, 1756-1818.","Cobb, James, 1756-1818.","Author"
"King, Thomas, 1730-1805.","King, Thomas, 1730-1805.","Author"
"Governor, of Addenbrooke's Hospital.","Governor, of Addenbrooke's Hospital.","Author"
"Home, Everard, Sir, 1756-1832.","Home, Everard, Sir, 1756-1832.","Author"
"Jerningham, Mr. (Edward), 1737?","Jerningham, Mr. (Edward), 1737?","Author"
"Arnaud de Ronsil, Georges, 1698-1774.","Arnaud de Ronsil, Georges, 1698-1774.","Author"
"Thomson, Alexander, M.D.","Thomson, Alexander, M.D.","Author"
"Musgrave, Samuel, 1732-1780.","Musgrave, Samuel, 1732-1780.","Author"
"Willan, Robert, fl. 1746-1757.","Willan, Robert, fl. 1746-1757.","Author"
"Hazlitt, William, 1737-1820.","Hazlitt, William, 1737-1820.","Author"
"Thelwall, John, 1764-1834.","Thelwall, John, 1764-1834.","Author"
"Bell, Benjamin, 1749-1806.","Bell, Benjamin, 1749-1806.","Author"
"Kirkland, Thomas, 1722-1798.","Kirkland, Thomas, 1722-1798.","Author"
"Saunders, William, 1743-1817.","Saunders, William, 1743-1817.","Author"
"Grant, Alexander, d. 1817.","Grant, Alexander, d. 1817.","Author"
"Flower, Henry.","Flower, Henry.","Author"
"Surgeons Hospital (Edinburgh, Scotland)","Surgeons Hospital (Edinburgh, Scotland)","Author"
"Störck, Anton, Freiherr von, 1731-1803.","Störck, Anton, Freiherr von, 1731-1803.","Author"
"Störch, Anton von, Baron.","Störch, Anton von, Baron.","Author"
"Gray, Thomas, 1716-1771.","Gray, Thomas, 1716-1771.","Author"
"Spence, Thomas, 1750-1814.","Spence, Thomas, 1750-1814.","Author"
"Heysham, John, 1753-1834.","Heysham, John, 1753-1834.","Author"
"Mason, William, 1725-1797.","Mason, William, 1725-1797.","Author"
"Latham, John, 1761-1843.","Latham, John, 1761-1843.","Author"
"Glover, Richard, 1712-1785.","Glover, Richard, 1712-1785.","Author"
"Tissot, S. A. D. (Samuel Auguste David), 1728-1797.","Tissot, S. A. D. (Samuel Auguste David), 1728-1797.","Author"
"Carey, Henry, 1687?","Carey, Henry, 1687?","Author"
"Swift, Jonathan, 1667-1745.","Swift, Jonathan, 1667-1745.","Author"
"Sterne, Laurence, 1713-1768.","Sterne, Laurence, 1713-1768.","Author"
"Hoare, Prince, 1755-1834.","Hoare, Prince, 1755-1834.","Author"
"Lennox, Charlotte, ca. 1729-1804.","Lennox, Charlotte, ca. 1729-1804.","Author"
"Boswell, James, 1740-1795.","Boswell, James, 1740-1795.","Author"
"Shenstone, William, 1714-1763.","Shenstone, William, 1714-1763.","Author"
"Macpherson, James, 1736-1796.","Macpherson, James, 1736-1796.","Author"
"Reed, Joseph, 1723-1787.","Reed, Joseph, 1723-1787.","Author"
"Radcliffe, Ann Ward, 1764-1823.","Radcliffe, Ann Ward, 1764-1823.","Author"
"Vaughan, Thomas, fl. 1772-1820.","Vaughan, Thomas, fl. 1772-1820.","Author"
"Johnson, Samuel, 1709-1784.","Johnson, Samuel, 1709-1784.","Author"
"Page, John, fl. 1733-1763.","Page, John, fl. 1733-1763.","Author"
"Brown, Charles, fl. 1797-1799.","Brown, Charles, fl. 1797-1799.","Author"
"Rock, Dr. (Richard), 1708-1774.","Rock, Dr. (Richard), 1708-1774.","Author"
"Ruspini, Bartholomew, 1728-1813.","Ruspini, Bartholomew, 1728-1813.","Author"
"Tolver, A.","Tolver, A.","Author"
"Late Member of the Continental Congress.","Late Member of the Continental Congress.","Author"
"Burke, Edmund, 1729-1797.","Burke, Edmund, 1729-1797.","Author"
"Theobald, John, d. 1760.","Theobald, John, d. 1760.","Author"
"Kelly, Hugh, 1739-1777.","Kelly, Hugh, 1739-1777.","Author"
"Hartley, David, 1705-1757.","Hartley, David, 1705-1757.","Author"
"Marana, Giovanni Paolo, 1642-1693.","Marana, Giovanni Paolo, 1642-1693.","Author"
"Home, John, 1722-1808.","Home, John, 1722-1808.","Author"
"Henry, Thomas, 1734-1816.","Henry, Thomas, 1734-1816.","Author"
"Boreman, Thomas, fl. 1730-1743.","Boreman, Thomas, fl. 1730-1743.","Author"
"Lee, Sophia, 1750-1824.","Lee, Sophia, 1750-1824.","Author"
"Psalmanazar, George, 1679?","Psalmanazar, George, 1679?","Author"
"Sheridan, Richard Brinsley, 1751-1816.","Sheridan, Richard Brinsley, 1751-1816.","Author"
"Philanthropos.","Philanthropos.","Author"
"Wall, J.","Wall, J.","Author"
"Anderson, John, ca. 1730-1804.","Anderson, John, ca. 1730-1804.","Author"
"Hawkins, W. (William), 18th cent.","Hawkins, W. (William), 18th cent.","Author"
"Craven, Elizabeth Craven, Baroness, 1750-1828.","Craven, Elizabeth Craven, Baroness, 1750-1828.","Author"
"Mendez, Moses, d. 1758.","Mendez, Moses, d. 1758.","Author"
"Law, William, 1686-1761.","Law, William, 1686-1761.","Author"
"Perfect, William, 1737-1809.","Perfect, William, 1737-1809.","Author"
"Dease, William, 1752?","Dease, William, 1752?","Author"
"Pearson, Richard, 1765-1836.","Pearson, Richard, 1765-1836.","Author"
"Blane, Gilbert, Sir, 1749-1834.","Blane, Gilbert, Sir, 1749-1834.","Author"
"Norris, Thomas, fl. 1780.","Norris, Thomas, fl. 1780.","Author"
"Leny, R.","Leny, R.","Author"
"Garthshore, Maxwell, 1732-1812.","Garthshore, Maxwell, 1732-1812.","Author"
"Farrer, W. (William), d. 1775.","Farrer, W. (William), d. 1775.","Author"
"Robinson, Lewis, M.D.","Robinson, Lewis, M.D.","Author"
"Andrews, Miles Peter, d. 1814.","Andrews, Miles Peter, d. 1814.","Author"
"Hull, Thomas, 1728-1808.","Hull, Thomas, 1728-1808.","Author"
"Vincent, William, of Gray's Inn.","Vincent, William, of Gray's Inn.","Author"
"Berkeley, George, 1685-1753.","Berkeley, George, 1685-1753.","Author"
"Dempster, George, 1732-1818.","Dempster, George, 1732-1818.","Author"
"Erskine, Andrew, 1739-1793.","Erskine, Andrew, 1739-1793.","Author"
"Brand, Robert.","Brand, Robert.","Author"
"Wallis, John, 1714-1793.","Wallis, John, 1714-1793.","Author"
"Dudley, H. Bate, Sir (Henry Bate), 1745-1824.","Dudley, H. Bate, Sir (Henry Bate), 1745-1824.","Author"
"Kenrick, W. (William), 1725?","Kenrick, W. (William), 1725?","Author"
"Griffith, Mrs. (Elizabeth), 1720?","Griffith, Mrs. (Elizabeth), 1720?","Author"
"Gay, John, 1685-1732.","Gay, John, 1685-1732.","Author"
"Richardson, Samuel, 1689-1761.","Richardson, Samuel, 1689-1761.","Author"
"Lettsom, John Coakley, 1744-1815.","Lettsom, John Coakley, 1744-1815.","Author"
"Cowley, Mrs. (Hannah), 1743-1809.","Cowley, Mrs. (Hannah), 1743-1809.","Author"
"Edgeworth, Maria, 1767-1849.","Edgeworth, Maria, 1767-1849.","Author"
"London Hospital.","London Hospital.","Author"
"Pindaromastix.","Pindaromastix.","Author"
"Wright, J. (John), fl. 1761-1765.","Wright, J. (John), fl. 1761-1765.","Author"
"Thomson, James, 1700-1748.","Thomson, James, 1700-1748.","Author"
"Randall, William.","Randall, William.","Author"
"Roberts, James, printer. 1668 or 9-1754,","Roberts, James, printer. 1668 or 9-1754,","Author"
"Dodd, Anne, bookseller.","Dodd, Anne, bookseller.","Author"
"Lennox, Charlotte, 1729-1804.","Lennox, Charlotte, 1729-1804.","Author"
"Kelley, Hugh, 1739-1777.","Kelley, Hugh, 1739-1777.","Author"
"Hogarth, William, ill. 1697-1764,","Hogarth, William, ill. 1697-1764,","Illustrator"
"Harrison & Co.,","Harrison & Co.,","Author"
"Morton, Thomas, 1764-1838.","Morton, Thomas, 1764-1838.","Author"
"Hayley, William, 1745-1820.","Hayley, William, 1745-1820.","Author"
"Barbauld, Mrs. (Anna Letitia), 1743-1825.","Barbauld, Mrs. (Anna Letitia), 1743-1825.","Author"
"Francklin, Thomas, 1721-1784.","Francklin, Thomas, 1721-1784.","Author"
"Sharp, Granville, 1735-1813.","Sharp, Granville, 1735-1813.","Author"
"Lucchini, Antonio Maria.","Lucchini, Antonio Maria.","Author"
"Brown, John, 1715-1766.","Brown, John, 1715-1766.","Author"
"Pennant, Thomas, 1726-1798.","Pennant, Thomas, 1726-1798.","Author"
"Tickell, Richard, 1751-1793.","Tickell, Richard, 1751-1793.","Author"
"Brand, John, d. 1808.","Brand, John, d. 1808.","Author"
"Whitehead, William, 1715-1785.","Whitehead, William, 1715-1785.","Author"
"Bentley, R. (Richard), 1708-1782.","Bentley, R. (Richard), 1708-1782.","Author"
"Chymist in the city.","Chymist in the city.","Author"
"Cotton, Nathaniel, 1705-1788.","Cotton, Nathaniel, 1705-1788.","Author"
"MacNally, Leonard, 1752-1820.","MacNally, Leonard, 1752-1820.","Author"
"Marmontel, Jean François, 1723-1799.","Marmontel, Jean François, 1723-1799.","Author"
"Pilon, Frederick, 1750-1788.","Pilon, Frederick, 1750-1788.","Author"
"Hoole, John, 1727-1803.","Hoole, John, 1727-1803.","Author"
"Hogarth, William, 1697-1764.","Hogarth, William, 1697-1764.","Author"
"Henry, David, 1710-1792.","Henry, David, 1710-1792.","Author"
"Dod, Peirce, 1683-1754.","Dod, Peirce, 1683-1754.","Author"
"Hartson, Hall, d. 1773.","Hartson, Hall, d. 1773.","Author"
"Paley, William, 1743-1805.","Paley, William, 1743-1805.","Author"
"Dodington, George Bubb, Baron of Melcombe Regis, 1691-1762.","Dodington, George Bubb, Baron of Melcombe Regis, 1691-1762.","Author"
"Smollett, Tobias George, 1721-1771.","Smollett, Tobias George, 1721-1771.","Author"
"Colman, George, 1762-1836.","Colman, George, 1762-1836.","Author"
"Gilpin, William, 1724-1804.","Gilpin, William, 1724-1804.","Author"
"Bath, William Pulteney, Earl of, 1684-1764.","Bath, William Pulteney, Earl of, 1684-1764.","Author"
"Ritson, Joseph, 1752-1803.","Ritson, Joseph, 1752-1803.","Author"
"Burke, William, 1730-1798.","Burke, William, 1730-1798.","Author"
"Bischoff, Frederick.","Bischoff, Frederick.","Author"
"Jackson, Rowland, 1720-1784.","Jackson, Rowland, 1720-1784.","Author"
"Hoadly, Benjamin, 1676-1761.","Hoadly, Benjamin, 1676-1761.","Author"
"Falconer, William, 1744-1824.","Falconer, William, 1744-1824.","Author"
"Woodville, William, 1752-1805.","Woodville, William, 1752-1805.","Author"
"Waldron, F. G. (Francis Godolphin), 1744-1818.","Waldron, F. G. (Francis Godolphin), 1744-1818.","Author"
"Jackson, Humphrey, ca. 1717-1801.","Jackson, Humphrey, ca. 1717-1801.","Author"
"Sparham, Legard.","Sparham, Legard.","Author"
"Lynn, Walter, 1677-1763.","Lynn, Walter, 1677-1763.","Author"
"Merande, D.","Merande, D.","Author"
"Home, Francis, 1719-1813.","Home, Francis, 1719-1813.","Author"
"Francis, Philip, 1708?","Francis, Philip, 1708?","Author"
"Nettleton, Thomas, 1683-1742.","Nettleton, Thomas, 1683-1742.","Author"
"Warren, Martin, 1696-1735.","Warren, Martin, 1696-1735.","Author"
"Buchan, William, 1729-1805.","Buchan, William, 1729-1805.","Author"
"Marat, Jean Paul, 1743-1793.","Marat, Jean Paul, 1743-1793.","Author"
"Berkeley, George, 1733-1795.","Berkeley, George, 1733-1795.","Author"
"Akenside, Mark, 1721-1770.","Akenside, Mark, 1721-1770.","Author"
"Webster, Charles, 1750-1795.","Webster, Charles, 1750-1795.","Author"
"Combe, William, 1742-1823.","Combe, William, 1742-1823.","Author"
"Cowper, William, 1731-1800.","Cowper, William, 1731-1800.","Author"
"Wesley, John, 1703-1791.","Wesley, John, 1703-1791.","Author"
"Armstrong, John, 1709-1779.","Armstrong, John, 1709-1779.","Author"
"Physician.","Physician.","Author"
"Reynolds, Frederick, 1764-1841.","Reynolds, Frederick, 1764-1841.","Author"
"Foote, Samuel, 1720-1777.","Foote, Samuel, 1720-1777.","Author"
"Jurin, James, 1684-1750.","Jurin, James, 1684-1750.","Author"
"Holwell, J. Z. (John Zephaniah), 1711-1798.","Holwell, J. Z. (John Zephaniah), 1711-1798.","Author"
"Levison, Gumperz, d. 1797.","Levison, Gumperz, d. 1797.","Author"
"Cradock, Joseph, 1742-1826.","Cradock, Joseph, 1742-1826.","Author"
"Delap, J. (John), 1725-1812.","Delap, J. (John), 1725-1812.","Author"
"Inchbald, Mrs., 1753-1821.","Inchbald, Mrs., 1753-1821.","Author"
"Mallet, David, 1705?","Mallet, David, 1705?","Author"
"Wallis, George, 1740-1802.","Wallis, George, 1740-1802.","Author"
"Chatterton, Thomas, 1752-1770.","Chatterton, Thomas, 1752-1770.","Author"
"Moore, James Carrick, 1763-1834.","Moore, James Carrick, 1763-1834.","Author"
"Donovan, E. (Edward), 1768-1837.","Donovan, E. (Edward), 1768-1837.","Author"
"White, Charles, 1728-1813.","White, Charles, 1728-1813.","Author"
"Rowley, William, 1742-1806.","Rowley, William, 1742-1806.","Author"
"Jones, John Gale, 1769-1838.","Jones, John Gale, 1769-1838.","Author"
"Ayscough, James, d. ca. 1762.","Ayscough, James, d. ca. 1762.","Author"
"Chapman, Edmund, 1680?","Chapman, Edmund, 1680?","Author"
"Webb, William, mate of the Doddington East Indiaman.","Webb, William, mate of the Doddington East Indiaman.","Author"
"Lillo, George, 1693-1739.","Lillo, George, 1693-1739.","Author"
"Colman, George, 1732-1794.","Colman, George, 1732-1794.","Author"
"Spooner, Thomas, of Lemon Street.","Spooner, Thomas, of Lemon Street.","Author"
"Wesley, Charles, 1707-1788.","Wesley, Charles, 1707-1788.","Author"
"Pringle, John, Sir, 1707-1782.","Pringle, John, Sir, 1707-1782.","Author"
"Büchner, Andreas Elias, 1701-1769.","Büchner, Andreas Elias, 1701-1769.","Author"
"Hawkesworth, John, 1715?","Hawkesworth, John, 1715?","Author"
"Kames, Henry Home, Lord, 1696-1782.","Kames, Henry Home, Lord, 1696-1782.","Author"
"Smith, Charlotte Turner, 1749-1806.","Smith, Charlotte Turner, 1749-1806.","Author"
"Gough, Strickland, d. 1752.","Gough, Strickland, d. 1752.","Author"
"Warton, Joseph, 1722-1800.","Warton, Joseph, 1722-1800.","Author"
"Tickell, Mr. (Thomas), 1686-1740.","Tickell, Mr. (Thomas), 1686-1740.","Author"
"Holman, J. G. (Joseph George), 1764-1817.","Holman, J. G. (Joseph George), 1764-1817.","Author"
"Hawkins, John, Sir, 1719-1789.","Hawkins, John, Sir, 1719-1789.","Author"
"Academy of Ancient Music.","Academy of Ancient Music.","Author"
"Threlfal, William.","Threlfal, William.","Author"
"Earle, James, Sir, 1755-1817.","Earle, James, Sir, 1755-1817.","Author"
"Wakefield, Gilbert, 1756-1801.","Wakefield, Gilbert, 1756-1801.","Author"
"Cunningham, John, 1729-1773.","Cunningham, John, 1729-1773.","Author"
"O'Brien, William, d. 1815.","O'Brien, William, d. 1815.","Author"
"Oldys, William, 1696-1761.","Oldys, William, 1696-1761.","Author"
"Theobald, Mr. (Lewis), 1688-1744.","Theobald, Mr. (Lewis), 1688-1744.","Author"
"Downman, Hugh, 1740-1809.","Downman, Hugh, 1740-1809.","Author"
"Turner, Daniel, 1667-1741.","Turner, Daniel, 1667-1741.","Author"
"O'Hara, Kane, 1714?","O'Hara, Kane, 1714?","Author"
"Rowe, Nicholas, 1674-1718.","Rowe, Nicholas, 1674-1718.","Author"
"Pythagoras.","Pythagoras.","Author"
"Twiss, Richard, 1747-1821.","Twiss, Richard, 1747-1821.","Author"
"Jones, Charles, footman.","Jones, Charles, footman.","Author"
"Douglas, James, 1675-1742.","Douglas, James, 1675-1742.","Author"
"Tristram, John.","Tristram, John.","Author"
"Cunningham, John, of Deptford.","Cunningham, John, of Deptford.","Author"
"Popple, William, 1701-1764.","Popple, William, 1701-1764.","Author"
"Garnett, Thomas, 1766-1802.","Garnett, Thomas, 1766-1802.","Author"
"Pitt, William, Earl of Chatham, 1708-1778.","Pitt, William, Earl of Chatham, 1708-1778.","Author"
"Brown, Sarah, fl. 1777-1779.","Brown, Sarah, fl. 1777-1779.","Author"
"Burke, Richard, 1733-1794.","Burke, Richard, 1733-1794.","Author"
"Manley, Mrs. (Mary de la Rivière), 1663-1724.","Manley, Mrs. (Mary de la Rivière), 1663-1724.","Author"
"White, Gilbert, 1720-1793.","White, Gilbert, 1720-1793.","Author"
"Shebbeare, John, 1709-1788.","Shebbeare, John, 1709-1788.","Author"
"Ditton, Humphry, 1675-1715.","Ditton, Humphry, 1675-1715.","Author"
"Doddridge, Philip, 1702-1751.","Doddridge, Philip, 1702-1751.","Author"
"Bailey, J. (John), 1750-1819.","Bailey, J. (John), 1750-1819.","Author"
"Culley, George, 1735-1813.","Culley, George, 1735-1813.","Author"
"Rennie, George, 1749-1828.","Rennie, George, 1749-1828.","Author"
"Brown, Robert, 1757-1831.","Brown, Robert, 1757-1831.","Author"
"Shirreff, John, 1759-1818.","Shirreff, John, 1759-1818.","Author"
"Douglas, John, ca. 1680-1743.","Douglas, John, ca. 1680-1743.","Author"
"Priestley, Joseph, 1733-1804.","Priestley, Joseph, 1733-1804.","Author"
"Guiton, Mademoiselle (Marie)","Guiton, Mademoiselle (Marie)","Author"
"Brand, Hannah, d. 1821.","Brand, Hannah, d. 1821.","Author"
"Donaldson, J. (John), 1737-1801.","Donaldson, J. (John), 1737-1801.","Author"
"Smart, Christopher, 1722-1771.","Smart, Christopher, 1722-1771.","Author"
"Duckett, George, 1684-1732.","Duckett, George, 1684-1732.","Author"
"General Infirmary at Leeds.","General Infirmary at Leeds.","Author"
"Clive, Mrs. (Catherine), 1711-1785.","Clive, Mrs. (Catherine), 1711-1785.","Author"
